订单号,订单日期,月份,类别,子类别,单价,数量,总销售额,折扣率,利润,地区,颜色,尺码,客户ID,利润率
DD101069,2024-05-27,5,外套,大衣,580.0,1,580.0,100,276.98,华中,驼色,L,C10307,47.76
DD101193,2024-08-10,8,上衣,卫衣,300.0,1,270.0,90,170.84,华东,灰色,M,C10327,63.27
DD100671,2024-02-09,2,连衣裙,针织裙,290.0,1,203.0,70,115.81,华北,酒红,XL,C10480,57.05
DD100706,2024-04-26,4,外套,夹克,630.0,1,598.5,95,302.23,华南,酒红,XL,C10367,50.5
DD100437,2024-03-29,3,上衣,T恤,150.0,1,150.0,100,83.59,华中,白色,XS,C10356,55.73
DD101072,2024-03-16,3,外套,夹克,730.0,1,657.0,90,288.18,华南,藏青,L,C10583,43.86
DD101400,2024-10-23,10,上衣,T恤,190.0,1,190.0,100,120.13,华中,驼色,M,C10391,63.23
DD100219,2024-07-21,7,上衣,T恤,280.0,1,266.0,95,166.88,东北,白色,L,C10455,62.74
DD102432,2024-07-24,7,连衣裙,针织裙,650.0,1,650.0,100,356.5,西南,藏青,M,C10200,54.85
DD102227,2024-10-14,10,上衣,针织衫,130.0,1,130.0,100,69.34,华东,灰色,S,C10150,53.34
DD102551,2024-07-19,7,连衣裙,针织裙,260.0,1,247.0,95,132.21,东北,墨绿,M,C10045,53.53
DD100299,2024-12-27,12,上衣,卫衣,340.0,1,340.0,100,216.2,西南,黑色,M,C10012,63.59
DD102221,2024-07-28,7,裤装,短裤,590.0,3,1504.5,85,860.58,华南,黑色,XL,C10211,57.2
DD101848,2024-02-25,2,外套,风衣,530.0,4,2120.0,100,965.56,东北,米色,S,C10017,45.55
DD102153,2024-10-25,10,上衣,衬衫,100.0,1,90.0,90,47.75,华中,驼色,M,C10515,53.06
DD101826,2024-03-11,3,连衣裙,衬衫裙,310.0,1,263.5,85,159.89,东北,白色,S,C10274,60.68
DD102374,2024-06-26,6,外套,夹克,1100.0,1,1100.0,100,502.41,东北,藏青,M,C10064,45.67
DD102292,2024-11-25,11,外套,夹克,520.0,1,494.0,95,253.49,东北,酒红,XXL,C10083,51.31
DD100903,2024-04-22,4,连衣裙,针织裙,410.0,1,410.0,100,218.61,华北,墨绿,XL,C10083,53.32
DD102275,2024-07-26,7,裤装,牛仔裤,180.0,1,171.0,95,85.87,华中,藏青,S,C10284,50.22
DD101126,2024-11-13,11,外套,羽绒服,1220.0,1,1220.0,100,583.62,华东,墨绿,XXL,C10359,47.84
DD101079,2024-07-03,7,上衣,针织衫,340.0,1,340.0,100,211.56,东北,驼色,M,C10375,62.22
DD100766,2024-12-03,12,上衣,卫衣,180.0,1,153.0,85,81.33,华中,白色,XXL,C10406,53.16
DD101741,2024-07-21,7,连衣裙,针织裙,650.0,1,650.0,100,357.1,西南,黑色,S,C10322,54.94
DD100290,2024-01-15,1,裤装,西装裤,470.0,1,470.0,100,250.66,华北,墨绿,M,C10124,53.33
DD102522,2024-01-14,1,连衣裙,吊带裙,620.0,1,434.0,70,246.77,东北,藏青,M,C10163,56.86
DD100813,2024-05-25,5,裤装,短裤,590.0,2,1062.0,90,591.83,西南,酒红,M,C10114,55.73
DD100912,2024-01-15,1,外套,风衣,1050.0,1,1050.0,100,409.76,华北,黑色,L,C10408,39.02
DD100971,2024-10-14,10,连衣裙,A字裙,290.0,1,261.0,90,147.27,西南,藏青,M,C10116,56.43
DD101422,2024-10-05,10,裤装,牛仔裤,550.0,3,1650.0,100,750.35,华南,灰色,L,C10444,45.48
DD101090,2024-01-07,1,上衣,卫衣,170.0,1,144.5,85,78.0,华南,黑色,L,C10179,53.98
DD102481,2024-04-27,4,上衣,衬衫,290.0,1,290.0,100,176.72,东北,灰色,S,C10349,60.94
DD101045,2024-06-22,6,上衣,衬衫,110.0,1,110.0,100,60.71,华北,酒红,XL,C10340,55.19
DD100260,2024-11-22,11,连衣裙,A字裙,410.0,1,389.5,95,234.26,华中,白色,L,C10133,60.14
DD100097,2024-06-20,6,连衣裙,A字裙,480.0,1,456.0,95,225.99,华北,墨绿,L,C10352,49.56
DD100252,2024-12-03,12,连衣裙,针织裙,550.0,1,522.5,95,257.07,华北,白色,S,C10543,49.2
DD102073,2024-06-27,6,连衣裙,针织裙,660.0,1,660.0,100,367.76,华中,驼色,M,C10025,55.72
DD100509,2024-04-16,4,裤装,西装裤,520.0,3,1482.0,95,768.05,华南,藏青,L,C10497,51.83
DD100368,2024-05-18,5,上衣,T恤,260.0,1,260.0,100,148.59,华中,灰色,S,C10196,57.15
DD101074,2024-08-17,8,连衣裙,吊带裙,250.0,2,450.0,90,273.11,华南,藏青,L,C10552,60.69
DD102500,2024-06-10,6,上衣,T恤,220.0,1,220.0,100,144.87,西南,驼色,L,C10035,65.85
DD101533,2024-05-26,5,上衣,T恤,250.0,1,250.0,100,148.75,西南,米色,M,C10453,59.5
DD101974,2024-04-21,4,连衣裙,衬衫裙,600.0,1,510.0,85,251.19,华北,黑色,M,C10162,49.25
DD101815,2024-10-17,10,裤装,西装裤,370.0,1,333.0,90,172.4,东北,米色,XXL,C10028,51.77
DD101500,2024-05-27,5,上衣,卫衣,160.0,1,128.0,80,79.93,华中,驼色,M,C10091,62.45
DD101426,2024-11-01,11,上衣,衬衫,230.0,1,195.5,85,115.04,华北,黑色,L,C10414,58.84
DD101562,2024-10-05,10,外套,风衣,1000.0,2,2000.0,100,827.98,西南,藏青,XXL,C10338,41.4
DD100931,2024-07-13,7,配饰,围巾,80.0,2,144.0,90,89.0,华南,酒红,XL,C10486,61.81
DD101657,2024-08-21,8,外套,风衣,570.0,1,570.0,100,283.68,华中,米色,XL,C10054,49.77
DD102387,2024-01-07,1,外套,风衣,1200.0,2,2400.0,100,1178.86,华中,黑色,L,C10058,49.12
DD100412,2024-03-16,3,连衣裙,A字裙,480.0,2,912.0,95,491.41,西南,黑色,S,C10186,53.88
DD101865,2024-09-08,9,裤装,西装裤,470.0,1,470.0,100,243.35,华东,黑色,XL,C10355,51.78
DD101988,2024-09-17,9,连衣裙,衬衫裙,640.0,1,608.0,95,316.53,华中,黑色,XL,C10577,52.06
DD102169,2024-09-15,9,裤装,休闲裤,400.0,1,400.0,100,228.21,华东,黑色,L,C10459,57.05
DD102394,2024-07-22,7,连衣裙,针织裙,300.0,1,300.0,100,167.88,华中,驼色,XL,C10164,55.96
DD102064,2024-04-17,4,外套,羽绒服,1130.0,1,960.5,85,392.17,华北,白色,M,C10136,40.83
DD102123,2024-04-03,4,外套,羽绒服,620.0,1,558.0,90,223.11,东北,驼色,M,C10024,39.98
DD100481,2024-04-12,4,连衣裙,A字裙,690.0,1,690.0,100,361.85,华东,白色,L,C10114,52.44
DD100860,2024-06-08,6,配饰,围巾,160.0,1,128.0,80,92.3,华东,白色,M,C10213,72.11
DD100031,2024-10-09,10,配饰,包包,90.0,1,90.0,100,62.98,华南,米色,M,C10089,69.98
DD100742,2024-05-19,5,连衣裙,A字裙,330.0,1,313.5,95,171.82,华中,墨绿,XXL,C10584,54.81
DD101747,2024-09-13,9,外套,夹克,560.0,1,532.0,95,208.11,华南,驼色,XL,C10087,39.12
DD101873,2024-10-04,10,配饰,腰带,290.0,2,580.0,100,348.29,华南,墨绿,XS,C10128,60.05
DD102107,2024-03-26,3,连衣裙,衬衫裙,380.0,1,380.0,100,227.47,华东,黑色,XS,C10345,59.86
DD101205,2024-07-19,7,外套,夹克,510.0,2,1020.0,100,412.17,华东,藏青,M,C10380,40.41
DD101188,2024-11-20,11,上衣,卫衣,190.0,1,190.0,100,112.8,华南,驼色,XXL,C10499,59.37
DD102070,2024-11-26,11,连衣裙,吊带裙,380.0,1,342.0,90,209.67,华南,藏青,L,C10232,61.31
DD101717,2024-04-26,4,连衣裙,吊带裙,600.0,1,540.0,90,285.23,华中,灰色,XL,C10084,52.82
DD102381,2024-05-10,5,连衣裙,吊带裙,270.0,2,459.0,85,267.26,华东,驼色,L,C10441,58.23
DD101356,2024-10-19,10,上衣,衬衫,310.0,1,310.0,100,168.13,西南,藏青,XL,C10289,54.24
DD100568,2024-01-09,1,上衣,衬衫,180.0,1,153.0,85,81.51,西南,藏青,XXL,C10451,53.27
DD100531,2024-11-02,11,配饰,帽子,180.0,1,162.0,90,114.34,东北,藏青,L,C10479,70.58
DD102365,2024-03-15,3,上衣,衬衫,340.0,1,306.0,90,173.93,华东,酒红,XL,C10269,56.84
DD100238,2024-09-02,9,连衣裙,衬衫裙,680.0,1,408.0,60,214.89,东北,墨绿,M,C10426,52.67
DD100325,2024-08-26,8,裤装,休闲裤,170.0,1,170.0,100,95.09,华南,藏青,L,C10525,55.94
DD100110,2024-03-08,3,上衣,针织衫,300.0,2,600.0,100,387.05,华北,酒红,L,C10008,64.51
DD101704,2024-08-21,8,裤装,短裤,240.0,1,228.0,95,106.4,西南,酒红,XXL,C10358,46.67
DD101561,2024-03-02,3,连衣裙,针织裙,360.0,2,684.0,95,384.35,华南,灰色,XS,C10132,56.19
DD102125,2024-03-27,3,上衣,T恤,290.0,2,406.0,70,226.87,华中,驼色,XXL,C10262,55.88
DD101584,2024-10-27,10,连衣裙,衬衫裙,680.0,2,1360.0,100,708.84,华中,灰色,M,C10476,52.12
DD101018,2024-07-14,7,连衣裙,吊带裙,580.0,1,580.0,100,308.98,华北,米色,XS,C10554,53.27
DD100253,2024-05-21,5,上衣,卫衣,350.0,1,315.0,90,167.18,西南,墨绿,L,C10167,53.07
DD101867,2024-09-13,9,配饰,围巾,80.0,1,64.0,80,45.83,华东,米色,M,C10442,71.61
DD101264,2024-05-22,5,上衣,T恤,310.0,2,527.0,85,305.27,西南,藏青,XL,C10338,57.93
DD101279,2024-06-07,6,裤装,休闲裤,310.0,1,186.0,60,89.41,华南,驼色,S,C10276,48.07
DD102027,2024-07-14,7,外套,夹克,710.0,1,710.0,100,281.92,华北,灰色,XS,C10493,39.71
DD101951,2024-04-09,4,裤装,休闲裤,220.0,1,220.0,100,105.35,华中,驼色,S,C10406,47.89
DD101977,2024-12-25,12,外套,羽绒服,820.0,1,779.0,95,355.04,西南,藏青,XL,C10022,45.58
DD101049,2024-07-13,7,配饰,腰带,290.0,1,290.0,100,208.28,华东,白色,M,C10056,71.82
DD100369,2024-10-29,10,裤装,短裤,320.0,1,320.0,100,178.93,华中,驼色,L,C10395,55.92
DD102090,2024-05-10,5,配饰,包包,290.0,1,203.0,70,128.52,华南,酒红,XL,C10117,63.31
DD100496,2024-01-28,1,裤装,西装裤,360.0,1,360.0,100,188.46,华北,酒红,L,C10366,52.35
DD101138,2024-10-19,10,连衣裙,A字裙,300.0,1,300.0,100,142.89,华北,墨绿,S,C10477,47.63
DD102272,2024-12-16,12,上衣,针织衫,370.0,1,296.0,80,155.17,华中,酒红,S,C10531,52.42
DD100569,2024-09-13,9,上衣,卫衣,350.0,1,350.0,100,212.16,华中,墨绿,XL,C10548,60.62
DD100434,2024-10-28,10,上衣,针织衫,250.0,1,250.0,100,133.35,东北,藏青,S,C10281,53.34
DD102078,2024-07-19,7,连衣裙,针织裙,280.0,1,252.0,90,132.83,华东,灰色,M,C10117,52.71
DD101627,2024-03-13,3,连衣裙,衬衫裙,500.0,1,450.0,90,219.57,华中,藏青,XXL,C10174,48.79
DD100882,2024-04-20,4,上衣,T恤,310.0,1,310.0,100,183.42,东北,米色,L,C10349,59.17
DD101464,2024-07-03,7,上衣,卫衣,340.0,1,272.0,80,157.43,西南,驼色,XL,C10208,57.88
DD100421,2024-08-22,8,连衣裙,吊带裙,210.0,1,210.0,100,120.84,华南,藏青,XL,C10557,57.54
DD102176,2024-08-04,8,连衣裙,衬衫裙,220.0,1,176.0,80,100.31,华东,灰色,M,C10190,56.99
DD100862,2024-05-10,5,上衣,T恤,240.0,2,408.0,85,262.65,华南,酒红,M,C10227,64.38
DD101609,2024-06-04,6,外套,大衣,630.0,1,504.0,80,246.16,西南,驼色,M,C10017,48.84
DD101913,2024-04-02,4,上衣,针织衫,230.0,1,230.0,100,133.03,西南,灰色,L,C10411,57.84
DD101833,2024-07-28,7,连衣裙,针织裙,440.0,1,418.0,95,231.92,东北,墨绿,M,C10402,55.48
DD100403,2024-05-29,5,连衣裙,吊带裙,400.0,1,340.0,85,190.85,东北,墨绿,M,C10240,56.13
DD101492,2024-07-11,7,外套,大衣,330.0,1,231.0,70,89.35,华东,藏青,XXL,C10083,38.68
DD100101,2024-03-05,3,连衣裙,针织裙,670.0,1,603.0,90,315.78,东北,白色,S,C10209,52.37
DD100446,2024-09-19,9,连衣裙,针织裙,300.0,1,300.0,100,166.96,华南,墨绿,M,C10230,55.65
DD102186,2024-09-03,9,连衣裙,吊带裙,210.0,1,210.0,100,108.8,华南,米色,XXL,C10457,51.81
DD100499,2024-02-27,2,上衣,衬衫,350.0,1,332.5,95,176.01,华北,驼色,M,C10103,52.94
DD100262,2024-10-28,10,连衣裙,衬衫裙,510.0,1,510.0,100,273.8,华东,黑色,M,C10419,53.69
DD101223,2024-06-04,6,连衣裙,吊带裙,240.0,2,480.0,100,263.58,华东,白色,M,C10534,54.91
DD100917,2024-06-14,6,配饰,帽子,190.0,2,342.0,90,226.6,华东,墨绿,XL,C10221,66.26
DD100747,2024-03-18,3,连衣裙,吊带裙,390.0,1,331.5,85,183.09,华北,灰色,L,C10382,55.23
DD102333,2024-08-01,8,裤装,牛仔裤,400.0,1,400.0,100,208.28,西南,白色,L,C10208,52.07
DD100180,2024-10-06,10,外套,风衣,910.0,1,728.0,80,298.75,华东,驼色,M,C10532,41.04
DD100480,2024-04-01,4,外套,风衣,730.0,1,511.0,70,244.79,华北,墨绿,M,C10491,47.9
DD101738,2024-04-14,4,配饰,帽子,120.0,1,108.0,90,78.15,华北,黑色,M,C10177,72.36
DD101840,2024-12-19,12,裤装,休闲裤,300.0,1,300.0,100,163.15,西南,灰色,M,C10008,54.38
DD100787,2024-02-01,2,外套,风衣,790.0,2,1501.0,95,643.31,华南,白色,L,C10528,42.86
DD100651,2024-11-05,11,连衣裙,衬衫裙,490.0,1,441.0,90,245.61,华北,黑色,L,C10448,55.69
DD101821,2024-10-10,10,上衣,T恤,300.0,1,300.0,100,167.09,西南,黑色,L,C10120,55.7
DD100730,2024-04-28,4,外套,风衣,730.0,1,730.0,100,290.12,华中,灰色,XL,C10127,39.74
DD101818,2024-11-24,11,连衣裙,A字裙,470.0,1,470.0,100,280.12,华东,藏青,M,C10576,59.6
DD100760,2024-08-08,8,上衣,衬衫,320.0,1,304.0,95,181.7,西南,驼色,M,C10372,59.77
DD100658,2024-04-25,4,配饰,帽子,70.0,1,66.5,95,43.25,华中,白色,M,C10466,65.04
DD100292,2024-06-22,6,上衣,针织衫,290.0,2,522.0,90,308.65,华北,酒红,L,C10566,59.13
DD100142,2024-11-11,11,上衣,卫衣,340.0,1,289.0,85,154.03,西南,灰色,S,C10404,53.3
DD102288,2024-12-02,12,配饰,包包,60.0,4,228.0,95,145.24,华北,米色,L,C10358,63.7
DD101106,2024-09-06,9,上衣,T恤,170.0,1,102.0,60,54.43,华中,墨绿,XL,C10167,53.36
DD101174,2024-10-05,10,连衣裙,A字裙,550.0,1,522.5,95,283.26,华南,米色,L,C10172,54.21
DD102187,2024-04-29,4,上衣,T恤,380.0,1,380.0,100,242.64,华南,白色,M,C10387,63.85
DD100464,2024-11-09,11,上衣,卫衣,110.0,1,104.5,95,61.36,华东,墨绿,M,C10172,58.72
DD101386,2024-07-28,7,连衣裙,针织裙,570.0,1,570.0,100,321.96,东北,驼色,S,C10288,56.48
DD100818,2024-06-19,6,外套,夹克,950.0,1,950.0,100,471.49,华北,驼色,M,C10396,49.63
DD101413,2024-04-14,4,上衣,衬衫,110.0,1,104.5,95,59.73,东北,灰色,XXL,C10225,57.16
DD101629,2024-09-02,9,裤装,牛仔裤,470.0,1,376.0,80,209.87,华北,灰色,L,C10510,55.82
DD101282,2024-07-14,7,裤装,休闲裤,210.0,1,189.0,90,99.19,华东,灰色,M,C10478,52.48
DD101667,2024-11-18,11,上衣,T恤,390.0,2,780.0,100,422.1,东北,白色,L,C10402,54.12
DD100573,2024-02-03,2,配饰,腰带,200.0,1,120.0,60,79.5,西南,藏青,L,C10519,66.25
DD100248,2024-10-24,10,裤装,牛仔裤,290.0,1,261.0,90,127.46,东北,墨绿,XXL,C10550,48.84
DD102313,2024-02-22,2,上衣,T恤,290.0,1,261.0,90,157.19,华中,灰色,M,C10083,60.23
DD101408,2024-08-23,8,外套,夹克,780.0,1,741.0,95,304.99,华中,酒红,M,C10054,41.16
DD100756,2024-09-08,9,上衣,卫衣,150.0,1,135.0,90,86.57,华东,白色,XL,C10227,64.13
DD101607,2024-07-24,7,连衣裙,针织裙,390.0,1,351.0,90,180.4,华中,驼色,S,C10199,51.4
DD102216,2024-03-25,3,上衣,衬衫,220.0,1,198.0,90,124.37,华中,驼色,L,C10144,62.81
DD100348,2024-02-19,2,上衣,衬衫,340.0,2,680.0,100,360.09,东北,灰色,XL,C10355,52.95
DD101232,2024-04-14,4,连衣裙,衬衫裙,220.0,1,220.0,100,113.97,东北,白色,XL,C10133,51.8
DD100757,2024-05-23,5,上衣,针织衫,360.0,1,288.0,80,178.77,东北,酒红,S,C10262,62.07
DD100030,2024-08-06,8,上衣,卫衣,380.0,2,722.0,95,393.9,华北,藏青,S,C10426,54.56
DD100555,2024-09-16,9,上衣,针织衫,200.0,1,180.0,90,96.95,东北,酒红,S,C10502,53.86
DD101633,2024-10-25,10,上衣,针织衫,300.0,1,300.0,100,184.43,东北,藏青,XL,C10083,61.48
DD100618,2024-07-03,7,上衣,卫衣,290.0,1,203.0,70,111.02,东北,藏青,M,C10560,54.69
DD101365,2024-01-16,1,上衣,T恤,240.0,1,228.0,95,123.99,华中,白色,S,C10095,54.38
DD100784,2024-08-16,8,上衣,衬衫,100.0,1,100.0,100,64.23,华南,墨绿,L,C10382,64.23
DD102250,2024-03-26,3,配饰,腰带,120.0,1,114.0,95,74.05,西南,米色,S,C10034,64.96
DD100582,2024-06-15,6,连衣裙,A字裙,510.0,1,433.5,85,246.1,东北,墨绿,L,C10420,56.77
DD102277,2024-10-23,10,裤装,休闲裤,540.0,1,513.0,95,252.44,华南,藏青,M,C10000,49.21
DD101286,2024-11-22,11,上衣,卫衣,360.0,1,306.0,85,194.0,西南,白色,M,C10380,63.4
DD102542,2024-05-14,5,连衣裙,A字裙,570.0,1,570.0,100,329.11,东北,黑色,XXL,C10204,57.74
DD100158,2024-10-09,10,连衣裙,吊带裙,590.0,1,590.0,100,312.47,东北,藏青,XS,C10465,52.96
DD101601,2024-04-16,4,上衣,针织衫,170.0,1,153.0,90,95.97,东北,酒红,L,C10057,62.73
DD102468,2024-04-27,4,连衣裙,吊带裙,240.0,2,288.0,60,138.34,西南,灰色,L,C10485,48.03
DD102177,2024-05-20,5,外套,羽绒服,510.0,1,510.0,100,217.33,西南,墨绿,M,C10100,42.61
DD101338,2024-08-24,8,连衣裙,吊带裙,240.0,1,240.0,100,131.85,华中,藏青,L,C10329,54.94
DD101227,2024-09-12,9,上衣,衬衫,230.0,1,218.5,95,126.8,华北,米色,L,C10340,58.03
DD100333,2024-02-15,2,配饰,包包,120.0,1,120.0,100,86.89,华东,白色,XL,C10493,72.41
DD102038,2024-09-11,9,上衣,针织衫,190.0,2,361.0,95,195.51,西南,酒红,S,C10418,54.16
DD100433,2024-04-28,4,上衣,针织衫,140.0,1,140.0,100,91.02,华中,白色,L,C10012,65.01
DD101436,2024-04-03,4,裤装,牛仔裤,430.0,1,258.0,60,151.92,华南,墨绿,L,C10218,58.88
DD101950,2024-09-13,9,外套,夹克,430.0,1,408.5,95,201.69,华南,藏青,M,C10488,49.37
DD102472,2024-04-08,4,连衣裙,A字裙,620.0,1,620.0,100,323.14,华北,藏青,S,C10251,52.12
DD102419,2024-04-10,4,连衣裙,吊带裙,610.0,1,549.0,90,331.58,华中,白色,S,C10451,60.4
DD100354,2024-09-07,9,连衣裙,衬衫裙,260.0,1,260.0,100,133.3,华北,灰色,S,C10170,51.27
DD101438,2024-10-17,10,连衣裙,A字裙,230.0,1,218.5,95,132.54,西南,墨绿,L,C10435,60.66
DD100209,2024-08-13,8,配饰,围巾,240.0,1,240.0,100,164.13,华北,酒红,L,C10519,68.39
DD101809,2024-07-07,7,外套,大衣,970.0,1,921.5,95,385.87,华东,米色,L,C10132,41.87
DD100486,2024-10-14,10,上衣,针织衫,140.0,1,126.0,90,64.64,华南,驼色,XL,C10513,51.3
DD101852,2024-08-06,8,连衣裙,针织裙,370.0,1,351.5,95,173.19,西南,黑色,L,C10267,49.27
DD101450,2024-03-13,3,外套,夹克,710.0,2,1278.0,90,616.67,华东,墨绿,XXL,C10595,48.25
DD102051,2024-07-04,7,上衣,针织衫,350.0,2,630.0,90,339.34,华北,藏青,S,C10005,53.86
DD100622,2024-08-17,8,上衣,衬衫,130.0,1,123.5,95,69.02,华北,酒红,L,C10546,55.89
DD101558,2024-12-14,12,裤装,西装裤,180.0,1,144.0,80,69.16,西南,白色,XXL,C10544,48.03
DD101136,2024-04-11,4,外套,风衣,720.0,2,1440.0,100,699.4,华北,米色,S,C10238,48.57
DD100058,2024-12-25,12,外套,大衣,970.0,2,1843.0,95,824.36,西南,酒红,S,C10117,44.73
DD100612,2024-11-29,11,连衣裙,A字裙,670.0,1,670.0,100,377.78,华中,黑色,L,C10045,56.39
DD100768,2024-06-12,6,外套,夹克,960.0,2,1728.0,90,795.96,华东,黑色,L,C10357,46.06
DD102314,2024-06-22,6,连衣裙,针织裙,280.0,3,840.0,100,447.8,东北,酒红,M,C10028,53.31
DD100519,2024-04-05,4,连衣裙,衬衫裙,580.0,1,580.0,100,362.26,西南,灰色,XXL,C10058,62.46
DD100200,2024-11-27,11,上衣,针织衫,360.0,1,360.0,100,198.25,东北,墨绿,XL,C10267,55.07
DD100230,2024-05-10,5,连衣裙,衬衫裙,290.0,1,290.0,100,163.38,西南,黑色,M,C10527,56.34
DD102397,2024-04-02,4,配饰,腰带,140.0,1,140.0,100,89.06,东北,白色,L,C10010,63.61
DD101792,2024-06-10,6,上衣,衬衫,360.0,1,360.0,100,230.3,华中,灰色,XXL,C10077,63.97
DD101019,2024-08-10,8,上衣,卫衣,120.0,1,114.0,95,60.57,东北,驼色,M,C10443,53.13
DD100943,2024-03-20,3,裤装,休闲裤,500.0,2,1000.0,100,490.86,华北,墨绿,L,C10452,49.09
DD101481,2024-10-09,10,上衣,T恤,380.0,1,304.0,80,199.11,东北,驼色,M,C10534,65.5
DD101995,2024-05-12,5,连衣裙,吊带裙,300.0,1,285.0,95,167.54,华南,灰色,M,C10222,58.79
DD100444,2024-06-13,6,裤装,西装裤,580.0,1,580.0,100,274.57,华东,藏青,L,C10043,47.34
DD102021,2024-09-24,9,裤装,西装裤,240.0,1,240.0,100,136.75,华北,灰色,M,C10351,56.98
DD100316,2024-07-26,7,连衣裙,针织裙,680.0,1,646.0,95,377.14,华南,黑色,XL,C10359,58.38
DD100510,2024-10-07,10,连衣裙,A字裙,250.0,1,250.0,100,128.1,华南,驼色,S,C10588,51.24
DD102252,2024-05-22,5,连衣裙,衬衫裙,680.0,1,578.0,85,346.1,西南,藏青,M,C10093,59.88
DD102033,2024-06-14,6,上衣,T恤,270.0,1,270.0,100,154.17,西南,黑色,XL,C10032,57.1
DD101487,2024-07-20,7,连衣裙,针织裙,550.0,2,770.0,70,427.23,西南,黑色,XL,C10136,55.48
DD100070,2024-05-26,5,裤装,西装裤,560.0,1,560.0,100,274.71,华北,米色,M,C10178,49.06
DD102507,2024-02-22,2,裤装,牛仔裤,430.0,2,817.0,95,406.71,华东,藏青,XL,C10232,49.78
DD100458,2024-01-24,1,连衣裙,衬衫裙,380.0,1,361.0,95,210.3,东北,藏青,XXL,C10449,58.25
DD100136,2024-04-14,4,上衣,卫衣,370.0,1,370.0,100,233.06,西南,酒红,L,C10516,62.99
DD102258,2024-01-07,1,上衣,T恤,390.0,1,273.0,70,176.07,西南,白色,XL,C10396,64.49
DD101152,2024-06-18,6,裤装,牛仔裤,400.0,1,380.0,95,185.14,华南,黑色,L,C10027,48.72
DD100164,2024-07-04,7,上衣,T恤,290.0,1,275.5,95,159.84,东北,墨绿,L,C10593,58.02
DD101751,2024-04-09,4,上衣,针织衫,230.0,1,161.0,70,91.23,西南,酒红,L,C10305,56.66
DD100728,2024-03-12,3,裤装,休闲裤,340.0,1,340.0,100,166.75,华中,酒红,XXL,C10313,49.04
DD100232,2024-04-15,4,裤装,牛仔裤,190.0,1,180.5,95,83.77,西南,白色,L,C10539,46.41
DD101930,2024-04-09,4,上衣,针织衫,300.0,2,540.0,90,304.0,西南,灰色,XL,C10455,56.3
DD101767,2024-02-17,2,配饰,帽子,270.0,2,513.0,95,332.08,西南,酒红,S,C10548,64.73
DD101098,2024-11-25,11,配饰,围巾,260.0,1,260.0,100,161.93,西南,藏青,M,C10249,62.28
DD102285,2024-09-05,9,裤装,短裤,410.0,2,779.0,95,436.02,东北,米色,L,C10575,55.97
DD100479,2024-03-22,3,连衣裙,吊带裙,610.0,1,579.5,95,293.99,华南,藏青,L,C10403,50.73
DD101502,2024-08-02,8,上衣,卫衣,300.0,2,600.0,100,380.65,西南,黑色,S,C10431,63.44
DD101534,2024-10-25,10,外套,夹克,940.0,1,564.0,60,260.36,华南,酒红,M,C10273,46.16
DD100068,2024-11-10,11,配饰,围巾,80.0,1,76.0,95,51.13,华东,灰色,XXL,C10404,67.28
DD102407,2024-06-10,6,裤装,短裤,230.0,1,218.5,95,105.26,东北,墨绿,M,C10148,48.17
DD101545,2024-05-14,5,裤装,西装裤,250.0,1,175.0,70,84.21,华南,驼色,L,C10159,48.12
DD102132,2024-09-22,9,外套,夹克,690.0,1,621.0,90,263.8,华东,米色,XXL,C10126,42.48
DD100280,2024-12-20,12,上衣,T恤,260.0,1,260.0,100,159.45,华北,驼色,M,C10506,61.33
DD101722,2024-04-06,4,连衣裙,针织裙,230.0,2,437.0,95,251.95,华南,米色,L,C10063,57.65
DD102473,2024-06-09,6,连衣裙,A字裙,270.0,1,270.0,100,147.3,西南,墨绿,S,C10396,54.56
DD100966,2024-05-26,5,外套,羽绒服,1220.0,1,1098.0,90,483.06,华南,黑色,XXL,C10307,43.99
DD102564,2024-10-16,10,连衣裙,吊带裙,490.0,1,465.5,95,233.58,西南,白色,L,C10295,50.18
DD100125,2024-01-09,1,连衣裙,针织裙,400.0,2,720.0,90,384.58,西南,白色,M,C10493,53.41
DD102095,2024-04-10,4,连衣裙,针织裙,590.0,1,295.0,50,166.93,华中,藏青,M,C10230,56.59
DD101265,2024-03-08,3,连衣裙,A字裙,630.0,1,535.5,85,305.66,华东,酒红,L,C10353,57.08
DD100323,2024-04-11,4,配饰,围巾,270.0,1,270.0,100,164.62,东北,驼色,S,C10165,60.97
DD102428,2024-09-13,9,连衣裙,衬衫裙,610.0,1,579.5,95,296.82,华东,墨绿,M,C10187,51.22
DD100633,2024-01-17,1,连衣裙,针织裙,550.0,2,1100.0,100,614.92,华北,白色,S,C10432,55.9
DD102321,2024-04-26,4,连衣裙,A字裙,220.0,1,209.0,95,110.2,西南,米色,L,C10437,52.73
DD101576,2024-11-11,11,裤装,短裤,260.0,1,247.0,95,130.49,华东,藏青,L,C10360,52.83
